Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
247;19700187515;"International Journal of Central Banking";journal;"18154654, 18157556";1,024;Q1;41;31;119;1565;181;118;1,31;50,48;22,83;4;21;Germany;Western Europe;"Association of the International Journal of Central Banking";"2010-2025";"Finance (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
248;21100850750;"European Journal of Futures Research";journal;"21952248, 21954194";1,014;Q1;28;22;51;1552;270;51;5,21;70,55;41,67;1;11;Germany;Western Europe;"Springer Verlag";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Tourism, Leisure and Hospitality Management (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
249;21100927225;"Journal of Financial Regulation";journal;"20534841, 20534833";1,013;Q1;16;12;30;1247;87;30;3,10;103,92;33,33;3;11;United States;Northern America;"Oxford University Press";"2015-2024";"Finance (Q1)";"Economics, Econometrics and Finance"
250;21100242611;"International Journal of Gender and Entrepreneurship";journal;"17566274, 17566266";1,009;Q2;51;41;64;3613;436;58;6,33;88,12;63,86;0;39;United Kingdom;Western Europe;"Emerald Publishing";"2009-2025";"Business and International Management (Q1); Gender Studies (Q1); Economics and Econometrics (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
251;21100446969;"Meditari Accountancy Research";journal;"20493738, 2049372X";1,008;Q1;50;102;197;10495;1468;197;7,18;102,89;45,32;0;72;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2025";"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
252;15495;"Finance and Stochastics";journal;"14321122, 09492984";1,002;Q1;56;30;80;1305;134;76;1,40;43,50;15,94;0;1;Germany;Western Europe;"Springer Verlag";"2004-2025";"Finance (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
253;21101193873;"Journal of Economics and Development";journal;"26325330, 18590020";0,998;Q1;22;26;52;1464;348;52;6,23;56,31;38,60;0;19;United Kingdom;Western Europe;"Emerald Publishing";"2019-2025";"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Economics and Econometrics (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
254;19786;"Utilities Policy";journal;"09571787";0,997;Q2;68;120;397;7667;2017;394;5,39;63,89;31,42;2;90;United Kingdom;Western Europe;"Elsevier B.V.";"1990-1995, 1997-2001, 2003-2025";"Business and International Management (Q1); Development (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Transportation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
255;19900191718;"International Journal of Accounting and Information Management";journal;"17589037, 18347649";0,991;Q1;41;47;98;3800;757;98;7,68;80,85;31,11;0;27;United Kingdom;Western Europe;"Emerald Publishing";"2007-2025";"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
256;22902;"Oxford Bulletin of Economics and Statistics";journal;"03059049, 14680084";0,984;Q2;88;61;176;3260;362;176;1,59;53,44;23,68;13;25;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2025";"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
257;21100890158;"Journal of Family Business Management";journal;"20436238, 20436246";0,983;Q1;35;125;154;8318;951;149;5,99;66,54;42,07;0;43;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
258;21100228129;"Economics of Transportation";journal;"22120122";0,977;Q1;29;18;45;786;144;45;1,87;43,67;22,73;1;9;United Kingdom;Western Europe;"Elsevier Ltd";"2012-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Transportation (Q2)";"Economics, Econometrics and Finance; Social Sciences"
259;21100852014;"International Journal of Business Communication";journal;"23294884, 23294892";0,970;Q1;65;63;145;4324;695;142;4,87;68,63;55,00;1;16;United States;Northern America;"SAGE Publications Inc.";"2015-2025";"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
260;28524;"European Review of Economic History";journal;"13614916, 14740044";0,967;Q1;44;27;87;1842;134;86;1,37;68,22;19,15;2;17;United Kingdom;Western Europe;"Oxford University Press";"1999, 2001-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)";"Arts and Humanities; Economics, Econometrics and Finance"
261;28999;"Journal of Mathematical Economics";journal;"03044068, 18731538";0,967;Q2;48;95;264;4172;295;263;0,70;43,92;16,20;1;12;Netherlands;Western Europe;"Elsevier B.V.";"1974-2025";"Applied Mathematics (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Mathematics"
262;21100248925;"International Economics";journal;"21107017";0,963;Q1;38;64;188;3895;825;182;3,76;60,86;23,13;3;44;Netherlands;Western Europe;"Elsevier B.V.";"2010-2025";"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
263;24089;"North American Journal of Economics and Finance";journal;"10629408";0,961;Q1;65;203;511;11107;2743;509;4,87;54,71;35,36;1;82;United States;Northern America;"Elsevier Inc.";"1992-2025";"Finance (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
264;20902;"Environment, Development and Sustainability";journal;"1387585X, 15732975";0,958;Q2;96;2652;2309;196481;15019;2304;6,27;74,09;34,76;33;2394;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2025";"Geography, Planning and Development (Q1); Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
265;19990;"International Journal of Industrial Organization";journal;"01677187";0,950;Q1;97;43;186;1793;328;186;1,48;41,70;24,10;1;11;United States;Northern America;"Elsevier Inc.";"1983-2025";"Aerospace Engineering (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Industrial Relations (Q1); Economics and Econometrics (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Engineering"
266;19900191863;"Accounting in Europe";journal;"17449499, 17449480";0,949;Q1;32;30;45;2314;294;44;8,07;77,13;43,06;2;11;United Kingdom;Western Europe;"Routledge";"2006, 2008, 2010-2024";"Business and International Management (Q1); Finance (Q1); Accounting (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
267;19900192165;"Financial Review";journal;"15406288, 07328516";0,948;Q1;55;50;105;2879;258;104;2,23;57,58;28,04;0;12;United States;Northern America;"Wiley-Blackwell";"1969-2025";"Finance (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
268;17499;"Journal of Empirical Finance";journal;"09275398";0,944;Q1;98;80;237;4430;781;236;2,52;55,38;26,53;0;18;Netherlands;Western Europe;"Elsevier B.V.";"1993-2025";"Finance (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
269;21100218004;"Journal of Institutional Economics";journal;"17441374, 17441382";0,942;Q1;41;38;177;2456;459;177;2,35;64,63;14,75;0;24;United Kingdom;Western Europe;"Cambridge University Press";"2005-2009, 2011-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
270;24888;"Economics and Philosophy";journal;"02662671, 14740028";0,936;Q2;47;55;68;2114;120;67;1,81;38,44;21,21;0;4;United Kingdom;Western Europe;"Cambridge University Press";"1985-2025";"Philosophy (Q1); Economics and Econometrics (Q2)";"Arts and Humanities; Economics, Econometrics and Finance"
271;21100780475;"Journal of Commodity Markets";journal;"24058513";0,928;Q1;30;48;128;3094;623;128;5,13;64,46;22,66;0;17;Netherlands;Western Europe;"Elsevier B.V.";"2016-2025";"Finance (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
272;53554;"Australian Journal of Agricultural and Resource Economics";journal;"1364985X, 14678489";0,928;Q2;64;49;112;2809;352;110;3,28;57,33;32,86;0;36;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2025";"Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
273;16110;"Kyklos";journal;"14676435, 00235962";0,928;Q2;70;63;91;4279;218;91;2,05;67,92;23,70;1;38;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1947-1951, 1953-2025";"Arts and Humanities (miscellaneous) (Q1); Economics and Econometrics (Q2)";"Arts and Humanities; Economics, Econometrics and Finance"
274;19900192334;"Journal of Applied Accounting Research";journal;"09675426";0,925;Q1;43;73;135;5688;935;134;7,00;77,92;29,55;0;40;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2002, 2004-2006, 2008-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Information Systems and Management (Q1); Accounting (Q2)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
275;145078;"Accounting Forum";journal;"01559982, 14676303";0,923;Q1;66;57;63;4221;310;60;4,82;74,05;36,69;3;31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2025";"Finance (Q1); Accounting (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
276;15500;"Journal of Family and Economic Issues";journal;"15733475, 10580476";0,921;Q2;62;123;190;7707;857;185;4,22;62,66;54,87;7;72;United States;Northern America;"Springer International Publishing AG";"1992-2025";"Economics and Econometrics (Q2); Social Psychology (Q2)";"Economics, Econometrics and Finance; Psychology"
277;4700152459;"Economic Change and Restructuring";journal;"15740277, 15739414";0,919;Q2;38;124;304;8903;1641;302;5,22;71,80;30,10;0;107;Netherlands;Western Europe;"Springer Netherlands";"1996-2002, 2005-2025";"Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
278;13530;"Journal of the Royal Statistical Society. Series A: Statistics in Society";journal;"09641998, 1467985X";0,919;Q2;97;68;325;2655;547;270;1,35;39,04;35,07;6;22;United Kingdom;Western Europe;"Oxford University Press";"1988-2025";"Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1); Economics and Econometrics (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
279;20091;"Journal of Macroeconomics";journal;"01640704";0,914;Q2;64;39;180;2267;383;179;1,97;58,13;20,00;3;31;Netherlands;Western Europe;"Elsevier B.V.";"1979-2025";"Economics and Econometrics (Q2)";"Economics, Econometrics and Finance"
280;22743;"International Environmental Agreements: Politics, Law and Economics";journal;"15679764, 15731553";0,906;Q2;54;27;106;2124;395;103;3,45;78,67;44,83;1;25;Netherlands;Western Europe;"Springer Netherlands";"2002-2025";"Law (Q1); Political Science and International Relations (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
281;21100223304;"SIAM Journal on Financial Mathematics";journal;"1945497X";0,904;Q2;39;38;157;1408;276;157;1,91;37,05;23,33;0;2;United States;Northern America;"Society for Industrial and Applied Mathematics Publications";"2010-2025";"Applied Mathematics (Q1); Numerical Analysis (Q1); Finance (Q2)";"Economics, Econometrics and Finance; Mathematics"
282;19700190346;"Consumption Markets and Culture";journal;"10253866, 1477223X";0,898;Q2;42;31;101;2052;291;98;2,97;66,19;60,00;0;3;United States;Northern America;"Routledge";"2003, 2007, 2010-2025";"Anthropology (Q1); Economics and Econometrics (Q2); Marketing (Q2); Social Psychology (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology; Social Sciences"
283;7100153133;"Spatial Economic Analysis";journal;"17421780, 17421772";0,896;Q1;42;54;92;2614;215;78;2,06;48,41;26,40;4;26;United Kingdom;Western Europe;"Routledge";"2006-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Statistics, Probability and Uncertainty (Q1)";"Decision Sciences; Earth and Planetary Sciences; Economics, Econometrics and Finance; Social Sciences"
284;200147123;"Accounting and Finance";journal;"1467629X, 08105391";0,895;Q1;70;239;510;16499;2281;510;4,02;69,03;38,72;0;74;United States;Northern America;"Wiley-Blackwell";"1979-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Accounting (Q2); Finance (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
285;21100901140;"Journal of Innovation and Entrepreneurship";journal;"21925372";0,889;Q2;42;87;203;6904;1485;202;6,49;79,36;39,91;3;49;Germany;Western Europe;"SpringerOpen";"2014-2015, 2017-2025";"Information Systems (Q1); Management Information Systems (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
286;21101020142;"International Journal of Wellbeing";journal;"11798602";0,887;Q1;14;22;60;1883;180;58;2,16;85,59;44,93;0;2;New Zealand;Pacific Region;"International Journal of Wellbeing Charitable Trust";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Applied Psychology (Q2); Social Psychology (Q2)";"Economics, Econometrics and Finance; Psychology"
287;19700188149;"Journal of Chinese Economic and Business Studies";journal;"14765284, 14765292";0,886;Q1;28;29;75;2113;330;73;5,00;72,86;40,00;2;21;United States;Northern America;"Routledge";"2010-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
288;21101021576;"Journal of Finance and Data Science";journal;"24059188";0,883;Q2;24;23;51;951;263;47;3,98;41,35;22,22;0;6;China;Asiatic Region;"KeAi Communications Co.";"2015-2025";"Applied Mathematics (Q1); Business, Management and Accounting (miscellaneous) (Q1); Statistics and Probability (Q1); Computer Science Applications (Q2); Economics and Econometrics (Q2); Finance (Q2)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Mathematics"
289;22819;"International Journal of Market Research";journal;"25152173, 14707853";0,880;Q2;67;56;137;3459;555;128;4,52;61,77;41,32;0;7;United Kingdom;Western Europe;"Market Research Society";"1996-2025";"Business and International Management (Q2); Economics and Econometrics (Q2); Marketing (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
